student_id,subject,topic,score,time_spent,attempts,learning_style,quiz_performance,cluster,level
431,CN,Routing,59,36,3,Kinesthetic,average,2,Advanced
432,CN,Routing,47,38,3,Visual,average,2,Advanced
433,DBMS,SQL,43,99,4,Audio-Visual,average,1,Intermediate
434,DSA,Queue,67,85,4,Visual,average,0,Beginner
435,DSA,Linked List,91,60,1,Visual,good,0,Beginner
436,DBMS,Joins,54,56,5,Visual,average,1,Intermediate
437,CN,Routing,78,87,4,Audio-Visual,good,0,Beginner
438,CN,OSI Model,50,50,2,Visual,average,2,Advanced
439,OS,Scheduling,65,50,2,Visual,average,2,Advanced
440,Python,Loops,79,63,3,Kinesthetic,good,0,Beginner
441,OS,Processes,71,49,3,Kinesthetic,good,2,Advanced
442,OS,Scheduling,38,61,3,Visual,poor,1,Intermediate
443,DBMS,Normalization,83,61,4,Kinesthetic,good,0,Beginner
444,CN,OSI Model,61,65,2,Visual,average,1,Intermediate
445,DSA,Queue,70,72,3,Audio-Visual,good,0,Beginner
446,DSA,Arrays,80,39,1,Audio-Visual,good,2,Advanced
447,DSA,Queue,55,80,5,Audio-Visual,average,1,Intermediate
448,DBMS,SQL,79,99,5,Visual,good,0,Beginner
449,DBMS,Joins,76,38,1,Kinesthetic,good,2,Advanced
450,DSA,Queue,48,44,2,Kinesthetic,average,2,Advanced
451,CN,Routing,83,51,2,Kinesthetic,good,0,Beginner
452,DSA,Stack,44,75,5,Visual,average,1,Intermediate
453,DBMS,Normalization,61,62,1,Audio-Visual,average,1,Intermediate
454,CN,TCP/IP,58,72,3,Kinesthetic,average,1,Intermediate
455,Python,File Handling,58,43,5,Visual,average,2,Advanced
456,DBMS,Normalization,95,66,1,Visual,good,0,Beginner
457,OS,Scheduling,39,15,2,Visual,poor,2,Advanced
458,CN,TCP/IP,74,70,3,Audio-Visual,good,0,Beginner
459,DSA,Linked List,56,64,1,Visual,average,1,Intermediate
460,Python,Functions,43,73,1,Audio-Visual,average,1,Intermediate
461,DSA,Queue,78,43,1,Visual,good,2,Advanced
462,CN,TCP/IP,67,45,3,Kinesthetic,average,2,Advanced
463,CN,TCP/IP,83,66,5,Visual,good,0,Beginner
464,OS,Threads,65,26,4,Audio-Visual,average,2,Advanced
465,DBMS,Normalization,68,46,2,Audio-Visual,average,2,Advanced
466,Python,OOP,67,32,2,Kinesthetic,average,2,Advanced
467,CN,TCP/IP,57,75,2,Visual,average,1,Intermediate
468,OS,Processes,100,70,1,Kinesthetic,good,0,Beginner
469,OS,Scheduling,66,39,2,Audio-Visual,average,2,Advanced
470,DBMS,SQL,100,85,2,Audio-Visual,good,0,Beginner
471,CN,TCP/IP,47,66,2,Kinesthetic,average,1,Intermediate
472,Python,Loops,75,32,4,Visual,good,2,Advanced
473,OS,Threads,99,51,5,Kinesthetic,good,0,Beginner
474,DSA,Stack,66,57,5,Kinesthetic,average,0,Beginner
475,CN,TCP/IP,54,15,1,Audio-Visual,average,2,Advanced
476,DSA,Queue,27,51,3,Visual,poor,1,Intermediate
477,DSA,Queue,80,80,2,Visual,good,0,Beginner
478,CN,Routing,78,102,4,Visual,good,0,Beginner
479,Python,File Handling,73,66,1,Audio-Visual,good,0,Beginner
480,Python,File Handling,52,56,5,Kinesthetic,average,1,Intermediate
481,OS,Processes,76,56,5,Visual,good,0,Beginner
482,OS,Processes,68,77,1,Audio-Visual,average,0,Beginner
483,DSA,Stack,87,20,1,Visual,good,2,Advanced
484,OS,Processes,40,59,3,Audio-Visual,average,1,Intermediate
485,Python,OOP,97,44,4,Kinesthetic,good,0,Beginner
486,CN,Routing,60,55,1,Visual,average,2,Advanced
487,DBMS,Joins,55,93,4,Kinesthetic,average,1,Intermediate
488,Python,Loops,30,50,5,Visual,poor,1,Intermediate
489,Python,Loops,72,86,1,Kinesthetic,good,0,Beginner
490,OS,Scheduling,91,72,1,Audio-Visual,good,0,Beginner
491,Python,Loops,39,107,3,Kinesthetic,poor,1,Intermediate
492,DSA,Queue,36,77,2,Visual,poor,1,Intermediate
493,Python,Functions,66,28,1,Visual,average,2,Advanced
494,OS,Processes,71,57,5,Kinesthetic,good,0,Beginner
495,CN,OSI Model,40,61,1,Audio-Visual,average,1,Intermediate
496,CN,OSI Model,100,37,1,Audio-Visual,good,0,Beginner
497,DSA,Stack,42,54,4,Visual,average,1,Intermediate
498,DSA,Linked List,61,27,1,Kinesthetic,average,2,Advanced
499,CN,OSI Model,53,55,1,Audio-Visual,average,1,Intermediate
500,OS,Threads,47,92,5,Visual,average,1,Intermediate
501,DBMS,Normalization,73,68,3,Audio-Visual,good,0,Beginner
502,DBMS,Normalization,53,74,4,Kinesthetic,average,1,Intermediate
503,OS,Threads,50,67,2,Visual,average,1,Intermediate
504,CN,TCP/IP,58,74,1,Visual,average,1,Intermediate
505,DSA,Stack,46,61,2,Kinesthetic,average,1,Intermediate
506,Python,Functions,73,75,2,Visual,good,0,Beginner
507,OS,Processes,65,83,4,Audio-Visual,average,1,Intermediate
508,DBMS,SQL,81,90,1,Visual,good,0,Beginner
509,CN,OSI Model,36,58,2,Visual,poor,1,Intermediate
510,OS,Scheduling,43,72,1,Visual,average,1,Intermediate
511,OS,Threads,51,47,2,Audio-Visual,average,2,Advanced
512,DBMS,SQL,34,76,2,Audio-Visual,poor,1,Intermediate
513,Python,File Handling,44,68,5,Audio-Visual,average,1,Intermediate
514,CN,TCP/IP,100,67,1,Audio-Visual,good,0,Beginner
515,CN,Routing,58,63,2,Kinesthetic,average,1,Intermediate
516,OS,Scheduling,57,94,1,Visual,average,1,Intermediate
517,DBMS,Normalization,40,115,2,Visual,average,1,Intermediate
518,CN,TCP/IP,71,78,1,Kinesthetic,good,0,Beginner
519,DBMS,Normalization,100,48,1,Audio-Visual,good,0,Beginner
520,OS,Scheduling,83,33,5,Kinesthetic,good,2,Advanced
521,DSA,Arrays,94,60,2,Visual,good,0,Beginner
522,Python,File Handling,47,79,5,Visual,average,1,Intermediate
523,DBMS,Normalization,54,49,5,Visual,average,2,Advanced
524,CN,TCP/IP,52,65,4,Kinesthetic,average,1,Intermediate
525,DSA,Stack,80,28,3,Visual,good,2,Advanced
526,DSA,Linked List,56,45,2,Visual,average,2,Advanced
527,OS,Scheduling,64,58,1,Visual,average,0,Beginner
528,OS,Processes,62,53,3,Visual,average,2,Advanced
529,CN,Routing,71,85,2,Audio-Visual,good,0,Beginner
530,DBMS,SQL,56,50,1,Visual,average,2,Advanced
531,OS,Threads,90,66,3,Audio-Visual,good,0,Beginner
532,DSA,Linked List,68,62,4,Kinesthetic,average,0,Beginner
533,OS,Processes,81,45,2,Audio-Visual,good,0,Beginner
534,Python,File Handling,78,55,3,Visual,good,0,Beginner
535,CN,Routing,45,74,5,Audio-Visual,average,1,Intermediate
536,DSA,Stack,45,74,3,Audio-Visual,average,1,Intermediate
537,DSA,Stack,88,42,4,Visual,good,0,Beginner
538,DBMS,Joins,82,81,1,Kinesthetic,good,0,Beginner
539,DSA,Queue,68,56,2,Visual,average,0,Beginner
540,Python,OOP,52,72,5,Audio-Visual,average,1,Intermediate
541,DSA,Arrays,50,50,5,Visual,average,2,Advanced
542,DBMS,Joins,73,17,3,Visual,good,2,Advanced
543,OS,Scheduling,44,106,5,Visual,average,1,Intermediate
544,CN,Routing,71,63,5,Kinesthetic,good,0,Beginner
545,Python,Loops,55,77,4,Audio-Visual,average,1,Intermediate
546,CN,OSI Model,55,32,2,Audio-Visual,average,2,Advanced
547,CN,TCP/IP,97,71,5,Audio-Visual,good,0,Beginner
548,Python,Functions,100,44,1,Audio-Visual,good,0,Beginner
549,OS,Processes,70,68,3,Visual,good,0,Beginner
550,CN,TCP/IP,66,76,4,Visual,average,0,Beginner
551,CN,OSI Model,43,57,2,Visual,average,1,Intermediate
552,CN,Routing,36,83,4,Kinesthetic,poor,1,Intermediate
553,OS,Processes,72,61,5,Visual,good,0,Beginner
554,DSA,Arrays,31,57,3,Audio-Visual,poor,1,Intermediate
555,OS,Scheduling,77,72,5,Visual,good,0,Beginner
556,OS,Processes,88,60,2,Kinesthetic,good,0,Beginner
557,CN,OSI Model,92,47,2,Visual,good,0,Beginner
558,DBMS,Joins,51,101,5,Kinesthetic,average,1,Intermediate
559,Python,OOP,44,83,2,Kinesthetic,average,1,Intermediate
560,OS,Processes,65,61,2,Visual,average,0,Beginner
561,OS,Processes,48,75,4,Visual,average,1,Intermediate
562,OS,Threads,62,81,5,Visual,average,1,Intermediate
563,CN,Routing,69,45,1,Visual,average,2,Advanced
564,DSA,Stack,51,77,3,Visual,average,1,Intermediate
565,OS,Scheduling,51,70,4,Audio-Visual,average,1,Intermediate
566,CN,OSI Model,75,52,4,Kinesthetic,good,0,Beginner
567,Python,OOP,51,89,3,Visual,average,1,Intermediate
568,DSA,Linked List,59,22,1,Visual,average,2,Advanced
569,Python,File Handling,78,73,1,Kinesthetic,good,0,Beginner
570,DSA,Linked List,62,78,1,Visual,average,1,Intermediate
571,OS,Processes,56,78,5,Visual,average,1,Intermediate
572,OS,Processes,57,44,5,Audio-Visual,average,2,Advanced
573,OS,Threads,68,63,4,Visual,average,0,Beginner
574,CN,Routing,76,45,3,Kinesthetic,good,2,Advanced
575,OS,Scheduling,49,37,5,Audio-Visual,average,2,Advanced
576,OS,Threads,73,62,4,Audio-Visual,good,0,Beginner
577,OS,Processes,64,66,4,Kinesthetic,average,0,Beginner
578,DSA,Stack,65,58,3,Audio-Visual,average,0,Beginner
579,DSA,Stack,77,57,1,Kinesthetic,good,0,Beginner
580,Python,Loops,73,56,2,Kinesthetic,good,0,Beginner
581,DSA,Arrays,43,73,5,Audio-Visual,average,1,Intermediate
582,DBMS,SQL,54,69,4,Visual,average,1,Intermediate
583,DBMS,SQL,76,47,3,Kinesthetic,good,2,Advanced
584,Python,OOP,48,66,3,Audio-Visual,average,1,Intermediate
585,DBMS,Normalization,38,20,4,Visual,poor,2,Advanced
586,DSA,Queue,100,25,2,Kinesthetic,good,2,Advanced
587,Python,OOP,63,69,2,Kinesthetic,average,1,Intermediate
588,DBMS,Joins,91,46,5,Audio-Visual,good,0,Beginner
589,CN,TCP/IP,88,60,5,Audio-Visual,good,0,Beginner
590,DBMS,SQL,73,79,5,Audio-Visual,good,0,Beginner
591,OS,Processes,57,55,4,Audio-Visual,average,2,Advanced
592,OS,Processes,64,93,3,Kinesthetic,average,1,Intermediate
593,Python,File Handling,47,55,3,Kinesthetic,average,1,Intermediate
594,DBMS,Joins,63,99,3,Visual,average,1,Intermediate
595,Python,Loops,57,55,3,Audio-Visual,average,2,Advanced
596,OS,Scheduling,67,50,1,Audio-Visual,average,2,Advanced
597,DSA,Stack,66,30,3,Audio-Visual,average,2,Advanced
598,OS,Scheduling,74,90,3,Visual,good,0,Beginner
599,DSA,Queue,47,32,1,Visual,average,2,Advanced
600,CN,TCP/IP,79,16,3,Audio-Visual,good,2,Advanced
601,CN,TCP/IP,60,58,4,Kinesthetic,average,1,Intermediate
602,Python,OOP,63,55,4,Audio-Visual,average,2,Advanced
603,DSA,Arrays,100,63,5,Kinesthetic,good,0,Beginner
604,DBMS,SQL,78,62,2,Audio-Visual,good,0,Beginner
605,DBMS,Joins,67,36,1,Audio-Visual,average,2,Advanced
606,OS,Processes,31,62,4,Audio-Visual,poor,1,Intermediate
607,CN,OSI Model,74,103,3,Visual,good,0,Beginner
608,DBMS,Joins,100,83,3,Audio-Visual,good,0,Beginner
609,OS,Threads,81,59,5,Kinesthetic,good,0,Beginner
610,CN,Routing,74,30,2,Kinesthetic,good,2,Advanced
611,CN,OSI Model,34,66,3,Visual,poor,1,Intermediate
612,DBMS,SQL,45,50,1,Visual,average,2,Advanced
613,CN,OSI Model,92,44,4,Audio-Visual,good,0,Beginner
614,CN,TCP/IP,68,43,5,Audio-Visual,average,2,Advanced
615,OS,Threads,75,15,4,Audio-Visual,good,2,Advanced
616,Python,Functions,67,63,5,Audio-Visual,average,0,Beginner
617,DBMS,Normalization,100,57,2,Visual,good,0,Beginner
618,CN,TCP/IP,84,40,1,Visual,good,2,Advanced
619,Python,OOP,63,52,4,Kinesthetic,average,2,Advanced
620,DBMS,SQL,64,59,3,Visual,average,0,Beginner
621,CN,OSI Model,76,44,1,Visual,good,2,Advanced
622,DBMS,SQL,52,77,4,Kinesthetic,average,1,Intermediate
623,OS,Threads,64,67,3,Audio-Visual,average,0,Beginner
624,CN,Routing,38,83,3,Audio-Visual,poor,1,Intermediate
625,DSA,Queue,62,75,3,Kinesthetic,average,1,Intermediate
626,OS,Threads,42,58,1,Visual,average,1,Intermediate
627,OS,Threads,64,60,1,Visual,average,0,Beginner
628,DBMS,Normalization,65,63,1,Visual,average,0,Beginner
629,CN,TCP/IP,66,70,1,Visual,average,0,Beginner
630,DSA,Queue,46,50,2,Audio-Visual,average,2,Advanced
631,DBMS,Normalization,75,46,2,Audio-Visual,good,2,Advanced
632,DBMS,Joins,54,63,2,Kinesthetic,average,1,Intermediate
633,OS,Threads,52,42,4,Visual,average,2,Advanced
634,DSA,Linked List,44,18,4,Kinesthetic,average,2,Advanced
635,CN,TCP/IP,51,69,4,Kinesthetic,average,1,Intermediate
636,OS,Processes,27,55,3,Audio-Visual,poor,1,Intermediate
637,CN,OSI Model,76,49,3,Visual,good,0,Beginner
638,DBMS,Joins,96,69,3,Kinesthetic,good,0,Beginner
639,DBMS,SQL,52,55,2,Audio-Visual,average,1,Intermediate
640,DBMS,SQL,41,67,5,Audio-Visual,average,1,Intermediate
641,OS,Processes,100,50,5,Audio-Visual,good,0,Beginner
642,DSA,Stack,55,10,3,Visual,average,2,Advanced
643,OS,Processes,64,50,4,Visual,average,2,Advanced
644,CN,OSI Model,84,66,1,Visual,good,0,Beginner
645,DSA,Queue,58,70,1,Kinesthetic,average,1,Intermediate
646,CN,OSI Model,83,50,2,Visual,good,0,Beginner
647,CN,OSI Model,84,63,1,Audio-Visual,good,0,Beginner
648,DBMS,Normalization,40,61,3,Audio-Visual,average,1,Intermediate
649,CN,Routing,63,45,2,Audio-Visual,average,2,Advanced
650,OS,Processes,63,36,4,Kinesthetic,average,2,Advanced
651,OS,Processes,76,53,3,Audio-Visual,good,0,Beginner
652,Python,OOP,100,38,1,Visual,good,0,Beginner
653,DBMS,SQL,79,33,1,Kinesthetic,good,2,Advanced
654,DSA,Arrays,64,59,5,Audio-Visual,average,0,Beginner
655,Python,File Handling,57,80,4,Visual,average,1,Intermediate
656,OS,Threads,59,68,1,Visual,average,1,Intermediate
657,Python,OOP,79,62,3,Kinesthetic,good,0,Beginner
658,DSA,Stack,49,63,2,Kinesthetic,average,1,Intermediate
659,Python,Loops,26,48,3,Kinesthetic,poor,1,Intermediate
660,OS,Processes,63,45,4,Kinesthetic,average,2,Advanced
661,DSA,Arrays,71,29,4,Audio-Visual,good,2,Advanced
662,OS,Scheduling,76,57,1,Visual,good,0,Beginner
663,DSA,Arrays,50,59,4,Kinesthetic,average,1,Intermediate
664,CN,Routing,56,66,1,Kinesthetic,average,1,Intermediate
665,DBMS,Normalization,67,68,2,Audio-Visual,average,0,Beginner
666,DBMS,SQL,71,44,2,Visual,good,2,Advanced
667,DSA,Stack,76,96,3,Kinesthetic,good,0,Beginner
668,DBMS,SQL,60,95,4,Kinesthetic,average,1,Intermediate
669,Python,Functions,66,29,4,Kinesthetic,average,2,Advanced
670,DSA,Queue,67,72,2,Kinesthetic,average,0,Beginner
671,DSA,Linked List,85,102,1,Visual,good,0,Beginner
672,DSA,Queue,68,46,3,Visual,average,2,Advanced
673,OS,Processes,90,10,4,Visual,good,2,Advanced
674,CN,Routing,78,71,2,Kinesthetic,good,0,Beginner
675,OS,Threads,74,62,5,Kinesthetic,good,0,Beginner
676,Python,File Handling,68,19,4,Kinesthetic,average,2,Advanced
677,DBMS,SQL,68,45,1,Kinesthetic,average,2,Advanced
678,OS,Threads,53,64,1,Visual,average,1,Intermediate
679,DBMS,SQL,53,72,1,Kinesthetic,average,1,Intermediate
680,OS,Scheduling,42,58,5,Visual,average,1,Intermediate
681,Python,OOP,65,80,4,Audio-Visual,average,1,Intermediate
682,DBMS,SQL,48,51,4,Audio-Visual,average,2,Advanced
683,CN,OSI Model,62,56,2,Visual,average,2,Advanced
684,DSA,Linked List,76,72,3,Audio-Visual,good,0,Beginner
685,DBMS,Joins,45,71,1,Kinesthetic,average,1,Intermediate
686,CN,OSI Model,64,71,4,Kinesthetic,average,1,Intermediate
687,CN,TCP/IP,73,41,1,Audio-Visual,good,2,Advanced
688,OS,Processes,77,70,3,Audio-Visual,good,0,Beginner
689,DBMS,Joins,42,82,5,Audio-Visual,average,1,Intermediate
690,Python,OOP,71,57,4,Audio-Visual,good,0,Beginner
691,Python,OOP,61,76,3,Kinesthetic,average,1,Intermediate
692,DBMS,SQL,66,78,1,Visual,average,0,Beginner
693,DSA,Linked List,75,53,1,Audio-Visual,good,0,Beginner
694,CN,Routing,63,66,2,Kinesthetic,average,1,Intermediate
695,Python,Functions,62,45,3,Visual,average,2,Advanced
696,DBMS,SQL,67,65,3,Kinesthetic,average,0,Beginner
697,OS,Processes,74,63,3,Visual,good,0,Beginner
698,OS,Scheduling,85,47,1,Visual,good,0,Beginner
699,CN,TCP/IP,83,90,1,Kinesthetic,good,0,Beginner
700,CN,Routing,57,49,2,Visual,average,2,Advanced
701,CN,OSI Model,82,53,3,Kinesthetic,good,0,Beginner
702,DBMS,SQL,35,59,5,Kinesthetic,poor,1,Intermediate
703,CN,Routing,43,28,1,Visual,average,2,Advanced
704,DSA,Queue,68,60,3,Audio-Visual,average,0,Beginner
705,DSA,Linked List,65,83,2,Kinesthetic,average,1,Intermediate
706,OS,Processes,54,50,4,Visual,average,2,Advanced
707,OS,Processes,53,49,3,Visual,average,2,Advanced
708,OS,Scheduling,48,27,5,Kinesthetic,average,2,Advanced
709,DBMS,SQL,58,27,1,Audio-Visual,average,2,Advanced
710,DBMS,Joins,51,36,3,Visual,average,2,Advanced
711,CN,Routing,64,39,2,Audio-Visual,average,2,Advanced
712,Python,OOP,52,57,5,Kinesthetic,average,1,Intermediate
713,Python,Loops,68,86,5,Visual,average,0,Beginner
714,DSA,Arrays,60,56,5,Kinesthetic,average,2,Advanced
715,DBMS,Joins,23,40,1,Audio-Visual,poor,2,Advanced
716,DBMS,Normalization,46,85,3,Visual,average,1,Intermediate
717,OS,Scheduling,48,56,3,Audio-Visual,average,1,Intermediate
718,Python,Loops,62,90,4,Visual,average,1,Intermediate
719,DBMS,SQL,66,74,4,Visual,average,0,Beginner
720,DSA,Arrays,53,76,5,Audio-Visual,average,1,Intermediate
721,OS,Scheduling,50,59,3,Audio-Visual,average,1,Intermediate
722,OS,Processes,69,31,2,Audio-Visual,average,2,Advanced
723,Python,Functions,27,32,1,Visual,poor,2,Advanced
724,OS,Threads,49,13,2,Audio-Visual,average,2,Advanced
725,CN,TCP/IP,65,61,5,Kinesthetic,average,0,Beginner
726,OS,Scheduling,44,56,4,Kinesthetic,average,1,Intermediate
727,DSA,Arrays,65,21,5,Visual,average,2,Advanced
728,DSA,Queue,95,83,2,Kinesthetic,good,0,Beginner
729,DSA,Linked List,79,47,4,Visual,good,0,Beginner
730,DBMS,SQL,58,80,3,Visual,average,1,Intermediate
731,DBMS,Normalization,82,29,2,Visual,good,2,Advanced
732,Python,Functions,57,55,2,Kinesthetic,average,2,Advanced
733,OS,Scheduling,53,35,2,Visual,average,2,Advanced
734,DSA,Queue,46,43,5,Audio-Visual,average,2,Advanced
735,CN,Routing,95,67,4,Kinesthetic,good,0,Beginner
736,DSA,Arrays,38,51,3,Kinesthetic,poor,1,Intermediate
737,OS,Processes,93,79,2,Audio-Visual,good,0,Beginner
738,DSA,Arrays,100,10,3,Kinesthetic,good,2,Advanced
739,CN,Routing,76,48,5,Kinesthetic,good,0,Beginner
740,Python,OOP,25,49,3,Audio-Visual,poor,1,Intermediate
741,CN,Routing,20,47,5,Visual,poor,1,Intermediate
742,OS,Threads,53,93,1,Visual,average,1,Intermediate
743,Python,OOP,66,70,1,Kinesthetic,average,0,Beginner
744,DBMS,Normalization,11,53,1,Kinesthetic,poor,1,Intermediate
745,DSA,Queue,65,51,2,Kinesthetic,average,2,Advanced
746,DSA,Linked List,74,71,1,Kinesthetic,good,0,Beginner
747,DSA,Arrays,77,82,5,Kinesthetic,good,0,Beginner
748,DBMS,Normalization,61,34,3,Kinesthetic,average,2,Advanced
749,Python,Functions,57,91,1,Visual,average,1,Intermediate
750,OS,Processes,100,53,5,Kinesthetic,good,0,Beginner
751,OS,Scheduling,34,56,2,Visual,poor,1,Intermediate
752,DSA,Arrays,47,65,2,Audio-Visual,average,1,Intermediate
753,DSA,Arrays,69,26,1,Visual,average,2,Advanced
754,CN,TCP/IP,64,85,5,Kinesthetic,average,1,Intermediate
755,CN,TCP/IP,43,56,1,Visual,average,1,Intermediate
756,DBMS,Normalization,60,49,5,Audio-Visual,average,2,Advanced
757,DBMS,Joins,57,53,2,Visual,average,2,Advanced
758,CN,OSI Model,54,50,1,Visual,average,2,Advanced
759,CN,TCP/IP,29,48,3,Kinesthetic,poor,1,Intermediate
760,Python,File Handling,72,92,2,Visual,good,0,Beginner
761,CN,Routing,53,53,4,Audio-Visual,average,2,Advanced
762,Python,Functions,65,56,1,Visual,average,0,Beginner
763,DBMS,SQL,83,79,3,Visual,good,0,Beginner
764,DBMS,Joins,62,50,1,Audio-Visual,average,2,Advanced
765,DBMS,Normalization,65,51,3,Audio-Visual,average,2,Advanced
766,DSA,Arrays,57,66,3,Visual,average,1,Intermediate
767,DSA,Linked List,85,58,5,Audio-Visual,good,0,Beginner
768,Python,File Handling,91,58,1,Kinesthetic,good,0,Beginner
769,CN,TCP/IP,63,72,1,Kinesthetic,average,1,Intermediate
770,DSA,Stack,62,42,5,Visual,average,2,Advanced
771,DSA,Arrays,29,56,2,Kinesthetic,poor,1,Intermediate
772,DSA,Arrays,84,32,2,Audio-Visual,good,2,Advanced
773,OS,Processes,61,32,3,Kinesthetic,average,2,Advanced
774,Python,Functions,40,84,4,Visual,average,1,Intermediate
775,OS,Threads,9,62,4,Kinesthetic,poor,1,Intermediate
776,DBMS,SQL,58,10,1,Kinesthetic,average,2,Advanced
777,DBMS,Joins,76,65,4,Kinesthetic,good,0,Beginner
778,CN,Routing,65,56,2,Audio-Visual,average,0,Beginner
779,CN,OSI Model,50,34,2,Kinesthetic,average,2,Advanced
780,Python,Loops,54,61,4,Audio-Visual,average,1,Intermediate
781,Python,OOP,71,54,4,Audio-Visual,good,0,Beginner
782,DBMS,Normalization,43,72,4,Audio-Visual,average,1,Intermediate
783,DSA,Queue,99,84,1,Audio-Visual,good,0,Beginner
784,DSA,Stack,100,31,2,Audio-Visual,good,2,Advanced
785,Python,Loops,72,37,2,Audio-Visual,good,2,Advanced
786,Python,OOP,69,109,3,Audio-Visual,average,1,Intermediate
787,CN,OSI Model,100,42,5,Kinesthetic,good,0,Beginner
788,Python,Functions,82,92,2,Visual,good,0,Beginner
789,Python,File Handling,79,73,2,Audio-Visual,good,0,Beginner
790,CN,TCP/IP,74,74,2,Visual,good,0,Beginner
791,Python,File Handling,50,37,1,Audio-Visual,average,2,Advanced
792,DBMS,Joins,50,49,4,Kinesthetic,average,2,Advanced
793,Python,OOP,88,79,4,Audio-Visual,good,0,Beginner
794,DBMS,Normalization,82,39,1,Audio-Visual,good,2,Advanced
795,CN,Routing,90,41,3,Visual,good,0,Beginner
796,Python,Loops,76,52,1,Kinesthetic,good,0,Beginner
797,OS,Threads,57,46,4,Audio-Visual,average,2,Advanced
798,Python,Loops,98,80,1,Visual,good,0,Beginner
799,Python,OOP,35,12,1,Kinesthetic,poor,2,Advanced
800,OS,Processes,45,47,2,Audio-Visual,average,2,Advanced
