student_id,subject,topic,score,time_spent,attempts,learning_style,quiz_performance
560,OS,Processes,65,61,2,Visual,average
561,OS,Processes,48,75,4,Visual,average
562,OS,Threads,62,81,5,Visual,average
563,CN,Routing,69,45,1,Visual,average
564,DSA,Stack,51,77,3,Visual,average
565,OS,Scheduling,51,70,4,Audio-Visual,average
566,CN,OSI Model,75,52,4,Kinesthetic,good
567,Python,OOP,51,89,3,Visual,average
568,DSA,Linked List,59,22,1,Visual,average
569,Python,File Handling,78,73,1,Kinesthetic,good
570,DSA,Linked List,62,78,1,Visual,average
571,OS,Processes,56,78,5,Visual,average
572,OS,Processes,57,44,5,Audio-Visual,average
573,OS,Threads,68,63,4,Visual,average
574,CN,Routing,76,45,3,Kinesthetic,good
575,OS,Scheduling,49,37,5,Audio-Visual,average
576,OS,Threads,73,62,4,Audio-Visual,good
577,OS,Processes,64,66,4,Kinesthetic,average
578,DSA,Stack,65,58,3,Audio-Visual,average
579,DSA,Stack,77,57,1,Kinesthetic,good
580,Python,Loops,73,56,2,Kinesthetic,good
581,DSA,Arrays,43,73,5,Audio-Visual,average
582,DBMS,SQL,54,69,4,Visual,average
583,DBMS,SQL,76,47,3,Kinesthetic,good
584,Python,OOP,48,66,3,Audio-Visual,average
585,DBMS,Normalization,38,20,4,Visual,poor
586,DSA,Queue,100,25,2,Kinesthetic,good
587,Python,OOP,63,69,2,Kinesthetic,average
588,DBMS,Joins,91,46,5,Audio-Visual,good
589,CN,TCP/IP,88,60,5,Audio-Visual,good
590,DBMS,SQL,73,79,5,Audio-Visual,good
591,OS,Processes,57,55,4,Audio-Visual,average
592,OS,Processes,64,93,3,Kinesthetic,average
593,Python,File Handling,47,55,3,Kinesthetic,average
594,DBMS,Joins,63,99,3,Visual,average
595,Python,Loops,57,55,3,Audio-Visual,average
596,OS,Scheduling,67,50,1,Audio-Visual,average
597,DSA,Stack,66,30,3,Audio-Visual,average
598,OS,Scheduling,74,90,3,Visual,good
599,DSA,Queue,47,32,1,Visual,average
600,CN,TCP/IP,79,16,3,Audio-Visual,good
601,CN,TCP/IP,60,58,4,Kinesthetic,average
602,Python,OOP,63,55,4,Audio-Visual,average
603,DSA,Arrays,100,63,5,Kinesthetic,good
604,DBMS,SQL,78,62,2,Audio-Visual,good
605,DBMS,Joins,67,36,1,Audio-Visual,average
606,OS,Processes,31,62,4,Audio-Visual,poor
607,CN,OSI Model,74,103,3,Visual,good
608,DBMS,Joins,100,83,3,Audio-Visual,good
609,OS,Threads,81,59,5,Kinesthetic,good
610,CN,Routing,74,30,2,Kinesthetic,good
611,CN,OSI Model,34,66,3,Visual,poor
612,DBMS,SQL,45,50,1,Visual,average
613,CN,OSI Model,92,44,4,Audio-Visual,good
614,CN,TCP/IP,68,43,5,Audio-Visual,average
615,OS,Threads,75,15,4,Audio-Visual,good
616,Python,Functions,67,63,5,Audio-Visual,average
617,DBMS,Normalization,100,57,2,Visual,good
618,CN,TCP/IP,84,40,1,Visual,good
619,Python,OOP,63,52,4,Kinesthetic,average
620,DBMS,SQL,64,59,3,Visual,average
621,CN,OSI Model,76,44,1,Visual,good
622,DBMS,SQL,52,77,4,Kinesthetic,average
623,OS,Threads,64,67,3,Audio-Visual,average
624,CN,Routing,38,83,3,Audio-Visual,poor
625,DSA,Queue,62,75,3,Kinesthetic,average
626,OS,Threads,42,58,1,Visual,average
627,OS,Threads,64,60,1,Visual,average
628,DBMS,Normalization,65,63,1,Visual,average
629,CN,TCP/IP,66,70,1,Visual,average
630,DSA,Queue,46,50,2,Audio-Visual,average
631,DBMS,Normalization,75,46,2,Audio-Visual,good
632,DBMS,Joins,54,63,2,Kinesthetic,average
633,OS,Threads,52,42,4,Visual,average
634,DSA,Linked List,44,18,4,Kinesthetic,average
635,CN,TCP/IP,51,69,4,Kinesthetic,average
636,OS,Processes,27,55,3,Audio-Visual,poor
637,CN,OSI Model,76,49,3,Visual,good
638,DBMS,Joins,96,69,3,Kinesthetic,good
639,DBMS,SQL,52,55,2,Audio-Visual,average
640,DBMS,SQL,41,67,5,Audio-Visual,average
641,OS,Processes,100,50,5,Audio-Visual,good
642,DSA,Stack,55,10,3,Visual,average
643,OS,Processes,64,50,4,Visual,average
644,CN,OSI Model,84,66,1,Visual,good
645,DSA,Queue,58,70,1,Kinesthetic,average
646,CN,OSI Model,83,50,2,Visual,good
647,CN,OSI Model,84,63,1,Audio-Visual,good
648,DBMS,Normalization,40,61,3,Audio-Visual,average
649,CN,Routing,63,45,2,Audio-Visual,average
650,OS,Processes,63,36,4,Kinesthetic,average
651,OS,Processes,76,53,3,Audio-Visual,good
652,Python,OOP,100,38,1,Visual,good
653,DBMS,SQL,79,33,1,Kinesthetic,good
654,DSA,Arrays,64,59,5,Audio-Visual,average
655,Python,File Handling,57,80,4,Visual,average
656,OS,Threads,59,68,1,Visual,average
657,Python,OOP,79,62,3,Kinesthetic,good
658,DSA,Stack,49,63,2,Kinesthetic,average
659,Python,Loops,26,48,3,Kinesthetic,poor
660,OS,Processes,63,45,4,Kinesthetic,average
661,DSA,Arrays,71,29,4,Audio-Visual,good
662,OS,Scheduling,76,57,1,Visual,good
663,DSA,Arrays,50,59,4,Kinesthetic,average
664,CN,Routing,56,66,1,Kinesthetic,average
665,DBMS,Normalization,67,68,2,Audio-Visual,average
666,DBMS,SQL,71,44,2,Visual,good
667,DSA,Stack,76,96,3,Kinesthetic,good
668,DBMS,SQL,60,95,4,Kinesthetic,average
669,Python,Functions,66,29,4,Kinesthetic,average
670,DSA,Queue,67,72,2,Kinesthetic,average
671,DSA,Linked List,85,102,1,Visual,good
672,DSA,Queue,68,46,3,Visual,average
673,OS,Processes,90,10,4,Visual,good
674,CN,Routing,78,71,2,Kinesthetic,good
675,OS,Threads,74,62,5,Kinesthetic,good
676,Python,File Handling,68,19,4,Kinesthetic,average
677,DBMS,SQL,68,45,1,Kinesthetic,average
678,OS,Threads,53,64,1,Visual,average
679,DBMS,SQL,53,72,1,Kinesthetic,average
680,OS,Scheduling,42,58,5,Visual,average
681,Python,OOP,65,80,4,Audio-Visual,average
682,DBMS,SQL,48,51,4,Audio-Visual,average
683,CN,OSI Model,62,56,2,Visual,average
684,DSA,Linked List,76,72,3,Audio-Visual,good
685,DBMS,Joins,45,71,1,Kinesthetic,average
686,CN,OSI Model,64,71,4,Kinesthetic,average
687,CN,TCP/IP,73,41,1,Audio-Visual,good
688,OS,Processes,77,70,3,Audio-Visual,good
689,DBMS,Joins,42,82,5,Audio-Visual,average
690,Python,OOP,71,57,4,Audio-Visual,good
691,Python,OOP,61,76,3,Kinesthetic,average
692,DBMS,SQL,66,78,1,Visual,average
693,DSA,Linked List,75,53,1,Audio-Visual,good
694,CN,Routing,63,66,2,Kinesthetic,average
695,Python,Functions,62,45,3,Visual,average
696,DBMS,SQL,67,65,3,Kinesthetic,average
697,OS,Processes,74,63,3,Visual,good
698,OS,Scheduling,85,47,1,Visual,good
699,CN,TCP/IP,83,90,1,Kinesthetic,good
700,CN,Routing,57,49,2,Visual,average
701,CN,OSI Model,82,53,3,Kinesthetic,good
702,DBMS,SQL,35,59,5,Kinesthetic,poor
703,CN,Routing,43,28,1,Visual,average
704,DSA,Queue,68,60,3,Audio-Visual,average
705,DSA,Linked List,65,83,2,Kinesthetic,average
706,OS,Processes,54,50,4,Visual,average
707,OS,Processes,53,49,3,Visual,average
708,OS,Scheduling,48,27,5,Kinesthetic,average
709,DBMS,SQL,58,27,1,Audio-Visual,average
710,DBMS,Joins,51,36,3,Visual,average
711,CN,Routing,64,39,2,Audio-Visual,average
712,Python,OOP,52,57,5,Kinesthetic,average
713,Python,Loops,68,86,5,Visual,average
714,DSA,Arrays,60,56,5,Kinesthetic,average
715,DBMS,Joins,23,40,1,Audio-Visual,poor
716,DBMS,Normalization,46,85,3,Visual,average
717,OS,Scheduling,48,56,3,Audio-Visual,average
718,Python,Loops,62,90,4,Visual,average
719,DBMS,SQL,66,74,4,Visual,average
720,DSA,Arrays,53,76,5,Audio-Visual,average
721,OS,Scheduling,50,59,3,Audio-Visual,average
722,OS,Processes,69,31,2,Audio-Visual,average
723,Python,Functions,27,32,1,Visual,poor
724,OS,Threads,49,13,2,Audio-Visual,average
725,CN,TCP/IP,65,61,5,Kinesthetic,average
726,OS,Scheduling,44,56,4,Kinesthetic,average
727,DSA,Arrays,65,21,5,Visual,average
728,DSA,Queue,95,83,2,Kinesthetic,good
729,DSA,Linked List,79,47,4,Visual,good
730,DBMS,SQL,58,80,3,Visual,average
731,DBMS,Normalization,82,29,2,Visual,good
732,Python,Functions,57,55,2,Kinesthetic,average
733,OS,Scheduling,53,35,2,Visual,average
734,DSA,Queue,46,43,5,Audio-Visual,average
735,CN,Routing,95,67,4,Kinesthetic,good
736,DSA,Arrays,38,51,3,Kinesthetic,poor
737,OS,Processes,93,79,2,Audio-Visual,good
738,DSA,Arrays,100,10,3,Kinesthetic,good
739,CN,Routing,76,48,5,Kinesthetic,good
740,Python,OOP,25,49,3,Audio-Visual,poor
741,CN,Routing,20,47,5,Visual,poor
742,OS,Threads,53,93,1,Visual,average
743,Python,OOP,66,70,1,Kinesthetic,average
744,DBMS,Normalization,11,53,1,Kinesthetic,poor
745,DSA,Queue,65,51,2,Kinesthetic,average
746,DSA,Linked List,74,71,1,Kinesthetic,good
747,DSA,Arrays,77,82,5,Kinesthetic,good
748,DBMS,Normalization,61,34,3,Kinesthetic,average
749,Python,Functions,57,91,1,Visual,average
750,OS,Processes,100,53,5,Kinesthetic,good
751,OS,Scheduling,34,56,2,Visual,poor
752,DSA,Arrays,47,65,2,Audio-Visual,average
753,DSA,Arrays,69,26,1,Visual,average
754,CN,TCP/IP,64,85,5,Kinesthetic,average
755,CN,TCP/IP,43,56,1,Visual,average
756,DBMS,Normalization,60,49,5,Audio-Visual,average
757,DBMS,Joins,57,53,2,Visual,average
758,CN,OSI Model,54,50,1,Visual,average
759,CN,TCP/IP,29,48,3,Kinesthetic,poor
760,Python,File Handling,72,92,2,Visual,good
761,CN,Routing,53,53,4,Audio-Visual,average
762,Python,Functions,65,56,1,Visual,average
763,DBMS,SQL,83,79,3,Visual,good
764,DBMS,Joins,62,50,1,Audio-Visual,average
765,DBMS,Normalization,65,51,3,Audio-Visual,average
766,DSA,Arrays,57,66,3,Visual,average
767,DSA,Linked List,85,58,5,Audio-Visual,good
768,Python,File Handling,91,58,1,Kinesthetic,good
769,CN,TCP/IP,63,72,1,Kinesthetic,average
770,DSA,Stack,62,42,5,Visual,average
771,DSA,Arrays,29,56,2,Kinesthetic,poor
772,DSA,Arrays,84,32,2,Audio-Visual,good
773,OS,Processes,61,32,3,Kinesthetic,average
774,Python,Functions,40,84,4,Visual,average
775,OS,Threads,9,62,4,Kinesthetic,poor
776,DBMS,SQL,58,10,1,Kinesthetic,average
777,DBMS,Joins,76,65,4,Kinesthetic,good
778,CN,Routing,65,56,2,Audio-Visual,average
779,CN,OSI Model,50,34,2,Kinesthetic,average
780,Python,Loops,54,61,4,Audio-Visual,average
781,Python,OOP,71,54,4,Audio-Visual,good
782,DBMS,Normalization,43,72,4,Audio-Visual,average
783,DSA,Queue,99,84,1,Audio-Visual,good
784,DSA,Stack,100,31,2,Audio-Visual,good
785,Python,Loops,72,37,2,Audio-Visual,good
786,Python,OOP,69,109,3,Audio-Visual,average
787,CN,OSI Model,100,42,5,Kinesthetic,good
788,Python,Functions,82,92,2,Visual,good
789,Python,File Handling,79,73,2,Audio-Visual,good
790,CN,TCP/IP,74,74,2,Visual,good
791,Python,File Handling,50,37,1,Audio-Visual,average
792,DBMS,Joins,50,49,4,Kinesthetic,average
793,Python,OOP,88,79,4,Audio-Visual,good
794,DBMS,Normalization,82,39,1,Audio-Visual,good
795,CN,Routing,90,41,3,Visual,good
796,Python,Loops,76,52,1,Kinesthetic,good
797,OS,Threads,57,46,4,Audio-Visual,average
798,Python,Loops,98,80,1,Visual,good
799,Python,OOP,35,12,1,Kinesthetic,poor
800,OS,Processes,45,47,2,Audio-Visual,average
801,Python,Arrays,50,60,2,Visual,50
802,DBMS,Arrays,50,60,2,Visual,50
803,DBMS,normalization,50,60,2,Visual,50
804,DBMS,normalization,50,60,2,Visual,50
805,DBMS,normalization,50,60,2,Visual,50
806,DBMS,normalization,50,60,2,Audio-Visual,50
807,OS,normalization,50,60,2,Audio-Visual,50
808,OS,threading,50,60,2,Audio-Visual,50
809,OS,threading,79,60,2,Audio-Visual,79
810,OS,Threading,79,60,2,Audio-Visual,79
811,OS,Threading,79,60,2,Audio-Visual,79
812,OS,Threading,83,60,2,Audio-Visual,83
813,OS,Threading,83,60,2,Audio-Visual,83
814,Machine Learning,Optimization,50,60,2,Kinesthetic,50
815,Machine Learning,Optimization,89,60,2,Kinesthetic,89
816,Machine Learning,Optimization,89,132,2,Kinesthetic,89
817,Machine Learning,Optimization,89,119,2,Kinesthetic,89
818,Machine Learning,Optimization,89,115,2,Kinesthetic,89
819,Machine Learning,Optimization,89,115,3,Kinesthetic,89
820,Machine Learning,Optimization,89,115,3,Kinesthetic,89
821,Machine Learning,Optimization,89,115,3,Kinesthetic,89
822,Machine Learning,Optimization,72,115,3,Kinesthetic,72
823,Machine Learning,Optimization,72,115,3,Kinesthetic,72
824,Machine Learning,Optimization,27,115,3,Kinesthetic,27
825,Machine Learning,Optimization,27,115,3,Kinesthetic,27
826,Machine Learning,Optimization,65,115,3,Kinesthetic,65
827,Machine Learning,Optimization,65,115,3,Kinesthetic,65
828,Machine Learning,Optimization,23,115,3,Kinesthetic,23
829,Machine Learning,Optimization,52,115,3,Kinesthetic,52
830,Machine Learning,Optimization,98,115,3,Kinesthetic,98
831,Machine Learning,Optimization,20,115,3,Kinesthetic,20
832,Machine Learning,Optimization,70,115,3,Kinesthetic,70
833,Python,Arrays,50,60,2,Visual,50
834,Python,Arrays,94,60,2,Visual,94
835,Python,Arrays,94,60,1,Visual,94
836,Python,Arrays,94,60,2,Visual,94
837,Python,Arrays,94,90,2,Visual,94
838,Python,Arrays,94,90,2,Visual,94
839,Python,Arrays,87,90,2,Visual,87
840,Python,loops,87,90,2,Visual,87
841,Python,loops,87,90,2,Visual,87
842,DBMS,Arrays,50,60,2,Visual,50
843,DBMS,Arrays,84,60,2,Visual,84
844,DBMS,Arrays,84,60,2,Visual,84
845,DBMS,Arrays,84,60,2,Visual,84
846,DBMS,Arrays,94,60,2,Visual,94
847,DBMS,Arrays,94,138,2,Visual,94
848,DBMS,Arrays,94,138,2,Audio-Visual,94
849,Machine Learning,Arrays,94,138,2,Audio-Visual,94
850,Machine Learning,types of ml,94,138,2,Audio-Visual,94
851,Machine Learning,types of ml,94,138,2,Audio-Visual,94
852,Machine Learning,types of ml,12,138,2,Audio-Visual,12
853,Machine Learning,types of ml,12,138,2,Kinesthetic,12
854,Machine Learning,types of ml,12,138,2,Visual,12
855,CN,types of ml,12,138,2,Visual,12
856,CN,,12,138,2,Visual,12
857,CN,,12,138,2,Visual,12
858,DBMS,Arrays,50,60,2,Visual,50
859,DBMS,Arrays,82,60,2,Visual,82
860,DBMS,Arrays,82,138,2,Visual,82
861,DBMS,Arrays,82,38,2,Visual,82
862,DBMS,Arrays,82,38,2,Visual,82
863,DBMS,Arrays,71,38,2,Visual,71
864,DBMS,Arrays,71,38,2,Visual,71
865,DBMS,Arrays,83,38,2,Visual,83
866,DBMS,Arrays,83,38,2,Visual,83
867,OS,Arrays,83,38,2,Visual,83
868,OS,Arrays,83,38,2,Visual,83
869,OS,Arrays,29,38,2,Visual,29
870,CN,Arrays,29,38,2,Visual,29
871,CN,Arrays,29,38,2,Visual,29
872,Machine Learning,Arrays,29,38,2,Visual,29
873,Machine Learning,Arrays,86,38,2,Visual,86
874,Machine Learning,Arrays,91,38,2,Visual,91
875,CN,Arrays,91,38,2,Visual,91
876,CN,,91,38,2,Visual,91
877,CN,,86,38,2,Visual,86
878,CN,osi,86,38,2,Visual,86
879,CN,osi,86,38,2,Visual,86
880,DBMS,normalization,84,90,1,Audio-Visual,84
881,DBMS,normalization,93,90,1,Audio-Visual,93
882,DBMS,normalization,93,90,1,Audio-Visual,93
883,DBMS,normalization,89,90,1,Audio-Visual,89
884,DBMS,normalization,89,90,1,Audio-Visual,89
885,DBMS,,89,90,1,Audio-Visual,89
886,CN,OSI model,84,101,2,Audio-Visual,84
887,Python,OSI model,84,101,2,Audio-Visual,84
888,Python,basics,84,101,2,Audio-Visual,84
889,Python,basics,84,101,2,Visual,84
890,Python,basics,84,101,3,Visual,84
891,Python,basics,84,127,3,Visual,84
892,Python,basics,91,127,3,Visual,91
893,Python,basics,91,127,3,Visual,91
894,Python,loops,91,127,3,Visual,91
895,Python,loops,24,127,3,Visual,24
896,Python,loops,24,64,3,Visual,24
897,Python,loops,24,30,3,Visual,24
898,Python,loops,24,30,3,Visual,24
899,Python,loops,24,30,3,Visual,24
900,DBMS,Arrays,50,60,2,Audio-Visual,50
901,DBMS,Arrays,50,60,2,Audio-Visual,50
902,DBMS,Arrays,50,60,2,Audio-Visual,50
903,CN,Arrays,50,60,2,Audio-Visual,50
904,CN,Arrays,88,60,2,Audio-Visual,88
905,CN,Arrays,88,121,2,Audio-Visual,88
906,CN,Arrays,88,121,3,Audio-Visual,88
907,CN,Arrays,88,121,3,Audio-Visual,88
908,OS,ArraysOSI model,66,60,2,Visual,66
909,OS,ArraysOSI model,66,60,2,Audio-Visual,66
910,DBMS,Normalization,50,60,2,Audio-Visual,50
911,Python,Arrays,50,60,2,Visual,50
912,OS,Deadlocks,69,35,1,Visual,69
913,OS,Deadlocks,85,35,1,Visual,85
914,OS,Deadlocks,85,74,1,Visual,85
915,OS,Deadlocks,85,97,1,Visual,85
916,OS,Deadlocks,85,97,2,Visual,85
917,OS,Deadlocks,85,97,2,Visual,85
918,OS,Deadlocks,85,97,2,Audio-Visual,85
919,DBMS,All Topics,85,97,2,Audio-Visual,85
920,DBMS,SQL Queries,85,97,2,Audio-Visual,85
921,DBMS,SQL Queries,9,97,2,Audio-Visual,9
922,DBMS,SQL Queries,25,97,2,Audio-Visual,25
923,DBMS,SQL Queries,21,97,2,Audio-Visual,21
924,DBMS,SQL Queries,21,68,2,Audio-Visual,21
925,DBMS,SQL Queries,21,38,2,Audio-Visual,21
926,DBMS,SQL Queries,21,47,2,Audio-Visual,21
927,DBMS,SQL Queries,21,62,2,Audio-Visual,21
928,DBMS,SQL Queries,21,62,1,Audio-Visual,21
929,DBMS,SQL Queries,21,62,1,Audio-Visual,21
930,Machine Learning,Regression,50,60,2,Kinesthetic,50
931,Machine Learning,Regression,75,60,2,Kinesthetic,75
932,Machine Learning,Supervised Learning,75,60,2,Kinesthetic,75
933,Machine Learning,Supervised Learning,75,60,2,Kinesthetic,75
934,DBMS,All Topics,75,60,2,Kinesthetic,75
935,DBMS,Transactions,75,60,2,Kinesthetic,75
936,DBMS,Transactions,56,60,2,Kinesthetic,56
937,DBMS,Transactions,62,60,2,Kinesthetic,62
938,DBMS,Transactions,62,60,2,Kinesthetic,62
939,CN,All Topics,62,60,2,Kinesthetic,62
940,CN,Network Security,62,60,2,Kinesthetic,62
941,CN,Network Security,17,60,2,Kinesthetic,17
942,CN,Network Security,25,60,2,Kinesthetic,25
943,CN,Network Security,15,60,2,Kinesthetic,15
944,CN,Network Security,15,78,2,Kinesthetic,15
945,CN,Network Security,15,78,1,Kinesthetic,15
946,CN,Network Security,15,78,1,Kinesthetic,15
947,OS,Process Scheduling,86,60,1,Kinesthetic,86
948,OS,Process Scheduling,86,60,2,Kinesthetic,86
949,OS,Process Scheduling,86,60,2,Kinesthetic,86
950,OS,Process Scheduling,30,39,1,Visual,30
951,OS,Process Scheduling,30,39,1,Visual,30
952,DBMS,Transactions,88,34,1,Kinesthetic,88
953,DBMS,Transactions,88,34,2,Kinesthetic,88
954,DBMS,Transactions,88,34,2,Kinesthetic,88
955,DBMS,Transactions,88,34,3,Kinesthetic,88
956,DBMS,Transactions,88,34,3,Kinesthetic,88
957,DBMS,Transactions,78,34,3,Kinesthetic,78
958,DBMS,Transactions,97,34,3,Kinesthetic,97
959,DBMS,Transactions,93,34,3,Kinesthetic,93
960,DBMS,Normalization,93,34,3,Kinesthetic,93
961,DBMS,Normalization,93,34,3,Kinesthetic,93
962,DBMS,Normalization,93,131,3,Kinesthetic,93
963,DBMS,Normalization,93,131,3,Kinesthetic,93
964,DBMS,Normalization,93,131,2,Kinesthetic,93
965,DBMS,Normalization,93,131,2,Kinesthetic,93
966,DBMS,Normalization,93,131,1,Kinesthetic,93
967,DBMS,Normalization,93,131,1,Kinesthetic,93
968,DBMS,Normalization,96,131,1,Kinesthetic,96
969,DBMS,Normalization,96,131,2,Kinesthetic,96
970,DBMS,Normalization,96,131,2,Kinesthetic,96
971,DBMS,Normalization,96,131,2,Kinesthetic,96
972,Python,General,93,157,1,Kinesthetic,93
973,Python,Data Types,93,157,1,Kinesthetic,93
974,Python,OOP,93,157,1,Kinesthetic,93
975,Python,OOP,93,157,1,Kinesthetic,93
976,DBMS,General,93,157,1,Kinesthetic,93
977,DBMS,SQL Queries,93,157,1,Kinesthetic,93
978,DBMS,SQL Queries,93,157,1,Kinesthetic,93
979,DBMS,SQL Queries,93,105,1,Kinesthetic,93
980,DBMS,SQL Queries,51,105,1,Kinesthetic,51
981,DBMS,SQL Queries,51,105,1,Kinesthetic,51
982,Machine Learning,Regression,76,122,2,Visual,76
983,DBMS,General,76,122,2,Visual,76
984,DBMS,Normalization,76,122,2,Visual,76
985,DBMS,Normalization,76,122,2,Visual,76
986,DBMS,Normalization,86,122,2,Visual,86
987,DBMS,Normalization,86,139,2,Visual,86
988,DBMS,Normalization,86,139,3,Visual,86
989,DBMS,Normalization,86,139,3,Visual,86
990,DBMS,SQL Queries,86,139,3,Visual,86
991,DBMS,SQL Queries,86,139,3,Visual,86
992,DBMS,SQL Queries,63,139,3,Visual,63
993,DBMS,SQL Queries,75,139,3,Visual,75
994,DBMS,SQL Queries,86,139,3,Visual,86
995,DBMS,SQL Queries,14,139,3,Visual,14
996,DBMS,SQL Queries,4,139,3,Visual,4
997,DBMS,SQL Queries,32,139,3,Visual,32
998,DBMS,SQL Queries,58,139,3,Visual,58
999,DBMS,SQL Queries,94,139,3,Visual,94
1000,DBMS,SQL Queries,98,139,3,Visual,98
1001,DBMS,SQL Queries,66,139,3,Visual,66
1002,DBMS,SQL Queries,35,139,3,Visual,35
1003,DBMS,SQL Queries,14,139,3,Visual,14
1004,DBMS,SQL Queries,67,139,3,Visual,67
1005,DBMS,SQL Queries,80,139,3,Visual,80
1006,DBMS,SQL Queries,91,139,3,Visual,91
1007,DBMS,SQL Queries,54,139,3,Visual,54
1008,DBMS,Transactions,86,105,3,Kinesthetic,86
1009,DBMS,SQL Queries,75,148,3,Visual,75
1010,OS,General,75,148,3,Visual,75
1011,CN,General,75,148,3,Visual,75
1012,CN,OSI Model,75,148,3,Visual,75
1013,DBMS,SQL Queries,87,110,3,Audio-Visual,87
1014,OS,General,87,110,3,Audio-Visual,87
1015,OS,Memory Management,87,110,3,Audio-Visual,87
1016,OS,Deadlocks,87,110,3,Audio-Visual,87
1017,OS,Process Scheduling,87,110,3,Audio-Visual,87
1018,CN,General,87,110,3,Audio-Visual,87
1019,CN,OSI Model,87,110,3,Audio-Visual,87
1020,OS,Process Scheduling,87,110,3,Audio-Visual,87
1021,OS,Process Scheduling,87,110,3,Audio-Visual,87
1022,OS,Process Scheduling,87,110,3,Audio-Visual,87
1023,OS,Process Scheduling,87,143,3,Audio-Visual,87
1024,OS,Process Scheduling,87,143,4,Audio-Visual,87
1025,OS,Process Scheduling,87,143,4,Audio-Visual,87
1026,OS,Process Scheduling,87,143,1,Audio-Visual,87
1027,OS,Process Scheduling,87,143,1,Audio-Visual,87
1028,OS,Process Scheduling,76,143,1,Audio-Visual,76
1029,OS,Process Scheduling,76,143,1,Audio-Visual,76
1030,OS,Process Scheduling,66,143,1,Audio-Visual,66
1031,OS,Process Scheduling,66,143,1,Audio-Visual,66
1032,OS,Process Scheduling,71,131,1,Audio-Visual,71
