student_id,subject,topic,score,time_spent,attempts,learning_style,quiz_performance,learning_style_encoded,cluster,learner_group
376,CN,TCP/IP,48,47,3,Visual,average,0,1,Struggling Learner
377,DSA,Stack,85,83,2,Audio-Visual,good,1,0,Fast Learner
378,OS,Processes,89,75,5,Audio-Visual,good,1,2,Consistent Learner
379,DSA,Stack,70,99,4,Kinesthetic,good,2,2,Consistent Learner
380,Python,OOP,71,58,3,Visual,good,0,1,Struggling Learner
381,OS,Threads,95,68,4,Audio-Visual,good,1,2,Consistent Learner
382,Python,Functions,73,49,5,Kinesthetic,good,2,2,Consistent Learner
383,OS,Scheduling,66,49,4,Visual,average,0,2,Consistent Learner
384,Python,File Handling,48,79,3,Visual,average,0,1,Struggling Learner
385,DBMS,Joins,83,73,3,Audio-Visual,good,1,2,Consistent Learner
386,OS,Processes,76,95,2,Kinesthetic,good,2,0,Fast Learner
387,CN,OSI Model,69,77,2,Kinesthetic,average,2,1,Struggling Learner
388,DBMS,SQL,69,64,4,Visual,average,0,2,Consistent Learner
389,DSA,Queue,86,43,4,Visual,good,0,2,Consistent Learner
390,CN,OSI Model,52,69,3,Audio-Visual,average,1,2,Consistent Learner
391,Python,Loops,86,22,2,Visual,good,0,1,Struggling Learner
392,DBMS,Normalization,13,99,5,Kinesthetic,poor,2,2,Consistent Learner
393,DBMS,Normalization,44,60,3,Visual,average,0,1,Struggling Learner
394,Python,Functions,52,109,1,Visual,average,0,0,Fast Learner
395,OS,Processes,63,29,2,Audio-Visual,average,1,1,Struggling Learner
396,CN,TCP/IP,41,59,4,Visual,average,0,2,Consistent Learner
397,DSA,Queue,100,33,5,Kinesthetic,good,2,2,Consistent Learner
398,Python,Functions,64,71,3,Kinesthetic,average,2,2,Consistent Learner
399,DBMS,Normalization,72,32,3,Kinesthetic,good,2,2,Consistent Learner
400,Python,Functions,53,70,2,Audio-Visual,average,1,1,Struggling Learner
401,DBMS,Normalization,60,46,1,Audio-Visual,average,1,1,Struggling Learner
402,DSA,Stack,62,52,2,Visual,average,0,1,Struggling Learner
403,CN,Routing,84,38,5,Visual,good,0,2,Consistent Learner
404,Python,Functions,74,82,1,Visual,good,0,1,Struggling Learner
405,Python,File Handling,64,81,1,Visual,average,0,1,Struggling Learner
406,DBMS,Normalization,66,66,1,Kinesthetic,average,2,1,Struggling Learner
407,DSA,Queue,68,60,3,Audio-Visual,average,1,2,Consistent Learner
408,Python,OOP,75,39,2,Audio-Visual,good,1,1,Struggling Learner
409,CN,OSI Model,61,45,3,Visual,average,0,1,Struggling Learner
410,Python,Functions,72,45,5,Kinesthetic,good,2,2,Consistent Learner
411,CN,Routing,39,50,3,Visual,poor,0,1,Struggling Learner
412,OS,Scheduling,92,49,4,Kinesthetic,good,2,2,Consistent Learner
413,CN,Routing,84,26,1,Visual,good,0,1,Struggling Learner
414,Python,Functions,73,10,2,Kinesthetic,good,2,1,Struggling Learner
415,OS,Threads,50,60,3,Visual,average,0,1,Struggling Learner
416,DSA,Linked List,65,57,2,Audio-Visual,average,1,1,Struggling Learner
417,DSA,Linked List,34,56,3,Visual,poor,0,1,Struggling Learner
418,DSA,Stack,62,63,4,Audio-Visual,average,1,2,Consistent Learner
419,DBMS,Normalization,78,34,2,Audio-Visual,good,1,1,Struggling Learner
420,OS,Scheduling,43,47,5,Visual,average,0,2,Consistent Learner
421,DBMS,SQL,53,33,3,Kinesthetic,average,2,2,Consistent Learner
422,DBMS,SQL,38,38,3,Audio-Visual,poor,1,2,Consistent Learner
423,DBMS,Joins,39,79,3,Audio-Visual,poor,1,2,Consistent Learner
424,DBMS,Joins,79,62,1,Kinesthetic,good,2,1,Struggling Learner
425,DSA,Arrays,66,81,5,Kinesthetic,average,2,2,Consistent Learner
426,DSA,Queue,57,33,3,Kinesthetic,average,2,2,Consistent Learner
427,Python,OOP,69,69,1,Audio-Visual,average,1,1,Struggling Learner
428,Python,OOP,65,69,5,Kinesthetic,average,2,2,Consistent Learner
429,DBMS,Joins,56,46,3,Kinesthetic,average,2,2,Consistent Learner
430,OS,Processes,70,54,4,Visual,good,0,2,Consistent Learner
431,CN,Routing,59,36,3,Kinesthetic,average,2,2,Consistent Learner
432,CN,Routing,47,38,3,Visual,average,0,1,Struggling Learner
433,DBMS,SQL,43,99,4,Audio-Visual,average,1,2,Consistent Learner
434,DSA,Queue,67,85,4,Visual,average,0,2,Consistent Learner
435,DSA,Linked List,91,60,1,Visual,good,0,1,Struggling Learner
436,DBMS,Joins,54,56,5,Visual,average,0,2,Consistent Learner
437,CN,Routing,78,87,4,Audio-Visual,good,1,2,Consistent Learner
438,CN,OSI Model,50,50,2,Visual,average,0,1,Struggling Learner
439,OS,Scheduling,65,50,2,Visual,average,0,1,Struggling Learner
440,Python,Loops,79,63,3,Kinesthetic,good,2,2,Consistent Learner
441,OS,Processes,71,49,3,Kinesthetic,good,2,2,Consistent Learner
442,OS,Scheduling,38,61,3,Visual,poor,0,1,Struggling Learner
443,DBMS,Normalization,83,61,4,Kinesthetic,good,2,2,Consistent Learner
444,CN,OSI Model,61,65,2,Visual,average,0,1,Struggling Learner
445,DSA,Queue,70,72,3,Audio-Visual,good,1,2,Consistent Learner
446,DSA,Arrays,80,39,1,Audio-Visual,good,1,1,Struggling Learner
447,DSA,Queue,55,80,5,Audio-Visual,average,1,2,Consistent Learner
448,DBMS,SQL,79,99,5,Visual,good,0,2,Consistent Learner
449,DBMS,Joins,76,38,1,Kinesthetic,good,2,1,Struggling Learner
450,DSA,Queue,48,44,2,Kinesthetic,average,2,1,Struggling Learner
451,CN,Routing,83,51,2,Kinesthetic,good,2,1,Struggling Learner
452,DSA,Stack,44,75,5,Visual,average,0,2,Consistent Learner
453,DBMS,Normalization,61,62,1,Audio-Visual,average,1,1,Struggling Learner
454,CN,TCP/IP,58,72,3,Kinesthetic,average,2,2,Consistent Learner
455,Python,File Handling,58,43,5,Visual,average,0,2,Consistent Learner
456,DBMS,Normalization,95,66,1,Visual,good,0,1,Struggling Learner
457,OS,Scheduling,39,15,2,Visual,poor,0,1,Struggling Learner
458,CN,TCP/IP,74,70,3,Audio-Visual,good,1,2,Consistent Learner
459,DSA,Linked List,56,64,1,Visual,average,0,1,Struggling Learner
460,Python,Functions,43,73,1,Audio-Visual,average,1,1,Struggling Learner
461,DSA,Queue,78,43,1,Visual,good,0,1,Struggling Learner
462,CN,TCP/IP,67,45,3,Kinesthetic,average,2,2,Consistent Learner
463,CN,TCP/IP,83,66,5,Visual,good,0,2,Consistent Learner
464,OS,Threads,65,26,4,Audio-Visual,average,1,2,Consistent Learner
465,DBMS,Normalization,68,46,2,Audio-Visual,average,1,1,Struggling Learner
466,Python,OOP,67,32,2,Kinesthetic,average,2,1,Struggling Learner
467,CN,TCP/IP,57,75,2,Visual,average,0,1,Struggling Learner
468,OS,Processes,100,70,1,Kinesthetic,good,2,1,Struggling Learner
469,OS,Scheduling,66,39,2,Audio-Visual,average,1,1,Struggling Learner
470,DBMS,SQL,100,85,2,Audio-Visual,good,1,0,Fast Learner
471,CN,TCP/IP,47,66,2,Kinesthetic,average,2,1,Struggling Learner
472,Python,Loops,75,32,4,Visual,good,0,2,Consistent Learner
473,OS,Threads,99,51,5,Kinesthetic,good,2,2,Consistent Learner
474,DSA,Stack,66,57,5,Kinesthetic,average,2,2,Consistent Learner
475,CN,TCP/IP,54,15,1,Audio-Visual,average,1,1,Struggling Learner
476,DSA,Queue,27,51,3,Visual,poor,0,1,Struggling Learner
477,DSA,Queue,80,80,2,Visual,good,0,1,Struggling Learner
478,CN,Routing,78,102,4,Visual,good,0,0,Fast Learner
479,Python,File Handling,73,66,1,Audio-Visual,good,1,1,Struggling Learner
480,Python,File Handling,52,56,5,Kinesthetic,average,2,2,Consistent Learner
481,OS,Processes,76,56,5,Visual,good,0,2,Consistent Learner
482,OS,Processes,68,77,1,Audio-Visual,average,1,1,Struggling Learner
483,DSA,Stack,87,20,1,Visual,good,0,1,Struggling Learner
484,OS,Processes,40,59,3,Audio-Visual,average,1,2,Consistent Learner
485,Python,OOP,97,44,4,Kinesthetic,good,2,2,Consistent Learner
486,CN,Routing,60,55,1,Visual,average,0,1,Struggling Learner
487,DBMS,Joins,55,93,4,Kinesthetic,average,2,2,Consistent Learner
488,Python,Loops,30,50,5,Visual,poor,0,2,Consistent Learner
489,Python,Loops,72,86,1,Kinesthetic,good,2,1,Struggling Learner
490,OS,Scheduling,91,72,1,Audio-Visual,good,1,1,Struggling Learner
491,Python,Loops,39,107,3,Kinesthetic,poor,2,2,Consistent Learner
492,DSA,Queue,36,77,2,Visual,poor,0,1,Struggling Learner
493,Python,Functions,66,28,1,Visual,average,0,1,Struggling Learner
494,OS,Processes,71,57,5,Kinesthetic,good,2,2,Consistent Learner
495,CN,OSI Model,40,61,1,Audio-Visual,average,1,1,Struggling Learner
496,CN,OSI Model,100,37,1,Audio-Visual,good,1,1,Struggling Learner
497,DSA,Stack,42,54,4,Visual,average,0,2,Consistent Learner
498,DSA,Linked List,61,27,1,Kinesthetic,average,2,1,Struggling Learner
499,CN,OSI Model,53,55,1,Audio-Visual,average,1,1,Struggling Learner
500,OS,Threads,47,92,5,Visual,average,0,2,Consistent Learner
501,DBMS,Normalization,73,68,3,Audio-Visual,good,1,2,Consistent Learner
502,DBMS,Normalization,53,74,4,Kinesthetic,average,2,2,Consistent Learner
503,OS,Threads,50,67,2,Visual,average,0,1,Struggling Learner
504,CN,TCP/IP,58,74,1,Visual,average,0,1,Struggling Learner
505,DSA,Stack,46,61,2,Kinesthetic,average,2,1,Struggling Learner
506,Python,Functions,73,75,2,Visual,good,0,1,Struggling Learner
507,OS,Processes,65,83,4,Audio-Visual,average,1,2,Consistent Learner
508,DBMS,SQL,81,90,1,Visual,good,0,0,Fast Learner
509,CN,OSI Model,36,58,2,Visual,poor,0,1,Struggling Learner
510,OS,Scheduling,43,72,1,Visual,average,0,1,Struggling Learner
511,OS,Threads,51,47,2,Audio-Visual,average,1,1,Struggling Learner
512,DBMS,SQL,34,76,2,Audio-Visual,poor,1,1,Struggling Learner
513,Python,File Handling,44,68,5,Audio-Visual,average,1,2,Consistent Learner
514,CN,TCP/IP,100,67,1,Audio-Visual,good,1,1,Struggling Learner
515,CN,Routing,58,63,2,Kinesthetic,average,2,1,Struggling Learner
516,OS,Scheduling,57,94,1,Visual,average,0,1,Struggling Learner
517,DBMS,Normalization,40,115,2,Visual,average,0,0,Fast Learner
518,CN,TCP/IP,71,78,1,Kinesthetic,good,2,1,Struggling Learner
519,DBMS,Normalization,100,48,1,Audio-Visual,good,1,1,Struggling Learner
520,OS,Scheduling,83,33,5,Kinesthetic,good,2,2,Consistent Learner
521,DSA,Arrays,94,60,2,Visual,good,0,1,Struggling Learner
522,Python,File Handling,47,79,5,Visual,average,0,2,Consistent Learner
523,DBMS,Normalization,54,49,5,Visual,average,0,2,Consistent Learner
524,CN,TCP/IP,52,65,4,Kinesthetic,average,2,2,Consistent Learner
525,DSA,Stack,80,28,3,Visual,good,0,1,Struggling Learner
526,DSA,Linked List,56,45,2,Visual,average,0,1,Struggling Learner
527,OS,Scheduling,64,58,1,Visual,average,0,1,Struggling Learner
528,OS,Processes,62,53,3,Visual,average,0,1,Struggling Learner
529,CN,Routing,71,85,2,Audio-Visual,good,1,1,Struggling Learner
530,DBMS,SQL,56,50,1,Visual,average,0,1,Struggling Learner
531,OS,Threads,90,66,3,Audio-Visual,good,1,2,Consistent Learner
532,DSA,Linked List,68,62,4,Kinesthetic,average,2,2,Consistent Learner
533,OS,Processes,81,45,2,Audio-Visual,good,1,1,Struggling Learner
534,Python,File Handling,78,55,3,Visual,good,0,1,Struggling Learner
535,CN,Routing,45,74,5,Audio-Visual,average,1,2,Consistent Learner
536,DSA,Stack,45,74,3,Audio-Visual,average,1,2,Consistent Learner
537,DSA,Stack,88,42,4,Visual,good,0,2,Consistent Learner
538,DBMS,Joins,82,81,1,Kinesthetic,good,2,1,Struggling Learner
539,DSA,Queue,68,56,2,Visual,average,0,1,Struggling Learner
540,Python,OOP,52,72,5,Audio-Visual,average,1,2,Consistent Learner
541,DSA,Arrays,50,50,5,Visual,average,0,2,Consistent Learner
542,DBMS,Joins,73,17,3,Visual,good,0,1,Struggling Learner
543,OS,Scheduling,44,106,5,Visual,average,0,2,Consistent Learner
544,CN,Routing,71,63,5,Kinesthetic,good,2,2,Consistent Learner
545,Python,Loops,55,77,4,Audio-Visual,average,1,2,Consistent Learner
546,CN,OSI Model,55,32,2,Audio-Visual,average,1,1,Struggling Learner
547,CN,TCP/IP,97,71,5,Audio-Visual,good,1,2,Consistent Learner
548,Python,Functions,100,44,1,Audio-Visual,good,1,1,Struggling Learner
549,OS,Processes,70,68,3,Visual,good,0,1,Struggling Learner
550,CN,TCP/IP,66,76,4,Visual,average,0,2,Consistent Learner
551,CN,OSI Model,43,57,2,Visual,average,0,1,Struggling Learner
552,CN,Routing,36,83,4,Kinesthetic,poor,2,2,Consistent Learner
553,OS,Processes,72,61,5,Visual,good,0,2,Consistent Learner
554,DSA,Arrays,31,57,3,Audio-Visual,poor,1,2,Consistent Learner
555,OS,Scheduling,77,72,5,Visual,good,0,2,Consistent Learner
556,OS,Processes,88,60,2,Kinesthetic,good,2,1,Struggling Learner
557,CN,OSI Model,92,47,2,Visual,good,0,1,Struggling Learner
558,DBMS,Joins,51,101,5,Kinesthetic,average,2,2,Consistent Learner
559,Python,OOP,44,83,2,Kinesthetic,average,2,1,Struggling Learner
560,OS,Processes,65,61,2,Visual,average,0,1,Struggling Learner
561,OS,Processes,48,75,4,Visual,average,0,2,Consistent Learner
562,OS,Threads,62,81,5,Visual,average,0,2,Consistent Learner
563,CN,Routing,69,45,1,Visual,average,0,1,Struggling Learner
564,DSA,Stack,51,77,3,Visual,average,0,1,Struggling Learner
565,OS,Scheduling,51,70,4,Audio-Visual,average,1,2,Consistent Learner
566,CN,OSI Model,75,52,4,Kinesthetic,good,2,2,Consistent Learner
567,Python,OOP,51,89,3,Visual,average,0,1,Struggling Learner
568,DSA,Linked List,59,22,1,Visual,average,0,1,Struggling Learner
569,Python,File Handling,78,73,1,Kinesthetic,good,2,1,Struggling Learner
570,DSA,Linked List,62,78,1,Visual,average,0,1,Struggling Learner
571,OS,Processes,56,78,5,Visual,average,0,2,Consistent Learner
572,OS,Processes,57,44,5,Audio-Visual,average,1,2,Consistent Learner
573,OS,Threads,68,63,4,Visual,average,0,2,Consistent Learner
574,CN,Routing,76,45,3,Kinesthetic,good,2,2,Consistent Learner
575,OS,Scheduling,49,37,5,Audio-Visual,average,1,2,Consistent Learner
576,OS,Threads,73,62,4,Audio-Visual,good,1,2,Consistent Learner
577,OS,Processes,64,66,4,Kinesthetic,average,2,2,Consistent Learner
578,DSA,Stack,65,58,3,Audio-Visual,average,1,2,Consistent Learner
579,DSA,Stack,77,57,1,Kinesthetic,good,2,1,Struggling Learner
580,Python,Loops,73,56,2,Kinesthetic,good,2,1,Struggling Learner
581,DSA,Arrays,43,73,5,Audio-Visual,average,1,2,Consistent Learner
582,DBMS,SQL,54,69,4,Visual,average,0,2,Consistent Learner
583,DBMS,SQL,76,47,3,Kinesthetic,good,2,2,Consistent Learner
584,Python,OOP,48,66,3,Audio-Visual,average,1,2,Consistent Learner
585,DBMS,Normalization,38,20,4,Visual,poor,0,2,Consistent Learner
586,DSA,Queue,100,25,2,Kinesthetic,good,2,1,Struggling Learner
587,Python,OOP,63,69,2,Kinesthetic,average,2,1,Struggling Learner
588,DBMS,Joins,91,46,5,Audio-Visual,good,1,2,Consistent Learner
589,CN,TCP/IP,88,60,5,Audio-Visual,good,1,2,Consistent Learner
590,DBMS,SQL,73,79,5,Audio-Visual,good,1,2,Consistent Learner
591,OS,Processes,57,55,4,Audio-Visual,average,1,2,Consistent Learner
592,OS,Processes,64,93,3,Kinesthetic,average,2,2,Consistent Learner
593,Python,File Handling,47,55,3,Kinesthetic,average,2,2,Consistent Learner
594,DBMS,Joins,63,99,3,Visual,average,0,0,Fast Learner
595,Python,Loops,57,55,3,Audio-Visual,average,1,2,Consistent Learner
596,OS,Scheduling,67,50,1,Audio-Visual,average,1,1,Struggling Learner
597,DSA,Stack,66,30,3,Audio-Visual,average,1,2,Consistent Learner
598,OS,Scheduling,74,90,3,Visual,good,0,0,Fast Learner
599,DSA,Queue,47,32,1,Visual,average,0,1,Struggling Learner
600,CN,TCP/IP,79,16,3,Audio-Visual,good,1,1,Struggling Learner
601,CN,TCP/IP,60,58,4,Kinesthetic,average,2,2,Consistent Learner
602,Python,OOP,63,55,4,Audio-Visual,average,1,2,Consistent Learner
603,DSA,Arrays,100,63,5,Kinesthetic,good,2,2,Consistent Learner
604,DBMS,SQL,78,62,2,Audio-Visual,good,1,1,Struggling Learner
605,DBMS,Joins,67,36,1,Audio-Visual,average,1,1,Struggling Learner
606,OS,Processes,31,62,4,Audio-Visual,poor,1,2,Consistent Learner
607,CN,OSI Model,74,103,3,Visual,good,0,0,Fast Learner
608,DBMS,Joins,100,83,3,Audio-Visual,good,1,0,Fast Learner
609,OS,Threads,81,59,5,Kinesthetic,good,2,2,Consistent Learner
610,CN,Routing,74,30,2,Kinesthetic,good,2,1,Struggling Learner
611,CN,OSI Model,34,66,3,Visual,poor,0,1,Struggling Learner
612,DBMS,SQL,45,50,1,Visual,average,0,1,Struggling Learner
613,CN,OSI Model,92,44,4,Audio-Visual,good,1,2,Consistent Learner
614,CN,TCP/IP,68,43,5,Audio-Visual,average,1,2,Consistent Learner
615,OS,Threads,75,15,4,Audio-Visual,good,1,2,Consistent Learner
616,Python,Functions,67,63,5,Audio-Visual,average,1,2,Consistent Learner
617,DBMS,Normalization,100,57,2,Visual,good,0,1,Struggling Learner
618,CN,TCP/IP,84,40,1,Visual,good,0,1,Struggling Learner
619,Python,OOP,63,52,4,Kinesthetic,average,2,2,Consistent Learner
620,DBMS,SQL,64,59,3,Visual,average,0,1,Struggling Learner
621,CN,OSI Model,76,44,1,Visual,good,0,1,Struggling Learner
622,DBMS,SQL,52,77,4,Kinesthetic,average,2,2,Consistent Learner
623,OS,Threads,64,67,3,Audio-Visual,average,1,2,Consistent Learner
624,CN,Routing,38,83,3,Audio-Visual,poor,1,2,Consistent Learner
625,DSA,Queue,62,75,3,Kinesthetic,average,2,2,Consistent Learner
626,OS,Threads,42,58,1,Visual,average,0,1,Struggling Learner
627,OS,Threads,64,60,1,Visual,average,0,1,Struggling Learner
628,DBMS,Normalization,65,63,1,Visual,average,0,1,Struggling Learner
629,CN,TCP/IP,66,70,1,Visual,average,0,1,Struggling Learner
630,DSA,Queue,46,50,2,Audio-Visual,average,1,1,Struggling Learner
631,DBMS,Normalization,75,46,2,Audio-Visual,good,1,1,Struggling Learner
632,DBMS,Joins,54,63,2,Kinesthetic,average,2,1,Struggling Learner
633,OS,Threads,52,42,4,Visual,average,0,2,Consistent Learner
634,DSA,Linked List,44,18,4,Kinesthetic,average,2,2,Consistent Learner
635,CN,TCP/IP,51,69,4,Kinesthetic,average,2,2,Consistent Learner
636,OS,Processes,27,55,3,Audio-Visual,poor,1,2,Consistent Learner
637,CN,OSI Model,76,49,3,Visual,good,0,1,Struggling Learner
638,DBMS,Joins,96,69,3,Kinesthetic,good,2,2,Consistent Learner
639,DBMS,SQL,52,55,2,Audio-Visual,average,1,1,Struggling Learner
640,DBMS,SQL,41,67,5,Audio-Visual,average,1,2,Consistent Learner
641,OS,Processes,100,50,5,Audio-Visual,good,1,2,Consistent Learner
642,DSA,Stack,55,10,3,Visual,average,0,1,Struggling Learner
643,OS,Processes,64,50,4,Visual,average,0,2,Consistent Learner
644,CN,OSI Model,84,66,1,Visual,good,0,1,Struggling Learner
645,DSA,Queue,58,70,1,Kinesthetic,average,2,1,Struggling Learner
646,CN,OSI Model,83,50,2,Visual,good,0,1,Struggling Learner
647,CN,OSI Model,84,63,1,Audio-Visual,good,1,1,Struggling Learner
648,DBMS,Normalization,40,61,3,Audio-Visual,average,1,2,Consistent Learner
649,CN,Routing,63,45,2,Audio-Visual,average,1,1,Struggling Learner
650,OS,Processes,63,36,4,Kinesthetic,average,2,2,Consistent Learner
651,OS,Processes,76,53,3,Audio-Visual,good,1,2,Consistent Learner
652,Python,OOP,100,38,1,Visual,good,0,1,Struggling Learner
653,DBMS,SQL,79,33,1,Kinesthetic,good,2,1,Struggling Learner
654,DSA,Arrays,64,59,5,Audio-Visual,average,1,2,Consistent Learner
655,Python,File Handling,57,80,4,Visual,average,0,2,Consistent Learner
656,OS,Threads,59,68,1,Visual,average,0,1,Struggling Learner
657,Python,OOP,79,62,3,Kinesthetic,good,2,2,Consistent Learner
658,DSA,Stack,49,63,2,Kinesthetic,average,2,1,Struggling Learner
659,Python,Loops,26,48,3,Kinesthetic,poor,2,2,Consistent Learner
660,OS,Processes,63,45,4,Kinesthetic,average,2,2,Consistent Learner
661,DSA,Arrays,71,29,4,Audio-Visual,good,1,2,Consistent Learner
662,OS,Scheduling,76,57,1,Visual,good,0,1,Struggling Learner
663,DSA,Arrays,50,59,4,Kinesthetic,average,2,2,Consistent Learner
664,CN,Routing,56,66,1,Kinesthetic,average,2,1,Struggling Learner
665,DBMS,Normalization,67,68,2,Audio-Visual,average,1,1,Struggling Learner
666,DBMS,SQL,71,44,2,Visual,good,0,1,Struggling Learner
667,DSA,Stack,76,96,3,Kinesthetic,good,2,0,Fast Learner
668,DBMS,SQL,60,95,4,Kinesthetic,average,2,2,Consistent Learner
669,Python,Functions,66,29,4,Kinesthetic,average,2,2,Consistent Learner
670,DSA,Queue,67,72,2,Kinesthetic,average,2,1,Struggling Learner
671,DSA,Linked List,85,102,1,Visual,good,0,0,Fast Learner
672,DSA,Queue,68,46,3,Visual,average,0,1,Struggling Learner
673,OS,Processes,90,10,4,Visual,good,0,2,Consistent Learner
674,CN,Routing,78,71,2,Kinesthetic,good,2,1,Struggling Learner
675,OS,Threads,74,62,5,Kinesthetic,good,2,2,Consistent Learner
676,Python,File Handling,68,19,4,Kinesthetic,average,2,2,Consistent Learner
677,DBMS,SQL,68,45,1,Kinesthetic,average,2,1,Struggling Learner
678,OS,Threads,53,64,1,Visual,average,0,1,Struggling Learner
679,DBMS,SQL,53,72,1,Kinesthetic,average,2,1,Struggling Learner
680,OS,Scheduling,42,58,5,Visual,average,0,2,Consistent Learner
681,Python,OOP,65,80,4,Audio-Visual,average,1,2,Consistent Learner
682,DBMS,SQL,48,51,4,Audio-Visual,average,1,2,Consistent Learner
683,CN,OSI Model,62,56,2,Visual,average,0,1,Struggling Learner
684,DSA,Linked List,76,72,3,Audio-Visual,good,1,2,Consistent Learner
685,DBMS,Joins,45,71,1,Kinesthetic,average,2,1,Struggling Learner
686,CN,OSI Model,64,71,4,Kinesthetic,average,2,2,Consistent Learner
687,CN,TCP/IP,73,41,1,Audio-Visual,good,1,1,Struggling Learner
688,OS,Processes,77,70,3,Audio-Visual,good,1,2,Consistent Learner
689,DBMS,Joins,42,82,5,Audio-Visual,average,1,2,Consistent Learner
690,Python,OOP,71,57,4,Audio-Visual,good,1,2,Consistent Learner
691,Python,OOP,61,76,3,Kinesthetic,average,2,2,Consistent Learner
692,DBMS,SQL,66,78,1,Visual,average,0,1,Struggling Learner
693,DSA,Linked List,75,53,1,Audio-Visual,good,1,1,Struggling Learner
694,CN,Routing,63,66,2,Kinesthetic,average,2,1,Struggling Learner
695,Python,Functions,62,45,3,Visual,average,0,1,Struggling Learner
696,DBMS,SQL,67,65,3,Kinesthetic,average,2,2,Consistent Learner
697,OS,Processes,74,63,3,Visual,good,0,1,Struggling Learner
698,OS,Scheduling,85,47,1,Visual,good,0,1,Struggling Learner
699,CN,TCP/IP,83,90,1,Kinesthetic,good,2,0,Fast Learner
700,CN,Routing,57,49,2,Visual,average,0,1,Struggling Learner
701,CN,OSI Model,82,53,3,Kinesthetic,good,2,2,Consistent Learner
702,DBMS,SQL,35,59,5,Kinesthetic,poor,2,2,Consistent Learner
703,CN,Routing,43,28,1,Visual,average,0,1,Struggling Learner
704,DSA,Queue,68,60,3,Audio-Visual,average,1,2,Consistent Learner
705,DSA,Linked List,65,83,2,Kinesthetic,average,2,1,Struggling Learner
706,OS,Processes,54,50,4,Visual,average,0,2,Consistent Learner
707,OS,Processes,53,49,3,Visual,average,0,1,Struggling Learner
708,OS,Scheduling,48,27,5,Kinesthetic,average,2,2,Consistent Learner
709,DBMS,SQL,58,27,1,Audio-Visual,average,1,1,Struggling Learner
710,DBMS,Joins,51,36,3,Visual,average,0,1,Struggling Learner
711,CN,Routing,64,39,2,Audio-Visual,average,1,1,Struggling Learner
712,Python,OOP,52,57,5,Kinesthetic,average,2,2,Consistent Learner
713,Python,Loops,68,86,5,Visual,average,0,2,Consistent Learner
714,DSA,Arrays,60,56,5,Kinesthetic,average,2,2,Consistent Learner
715,DBMS,Joins,23,40,1,Audio-Visual,poor,1,1,Struggling Learner
716,DBMS,Normalization,46,85,3,Visual,average,0,1,Struggling Learner
717,OS,Scheduling,48,56,3,Audio-Visual,average,1,2,Consistent Learner
718,Python,Loops,62,90,4,Visual,average,0,2,Consistent Learner
719,DBMS,SQL,66,74,4,Visual,average,0,2,Consistent Learner
720,DSA,Arrays,53,76,5,Audio-Visual,average,1,2,Consistent Learner
721,OS,Scheduling,50,59,3,Audio-Visual,average,1,2,Consistent Learner
722,OS,Processes,69,31,2,Audio-Visual,average,1,1,Struggling Learner
723,Python,Functions,27,32,1,Visual,poor,0,1,Struggling Learner
724,OS,Threads,49,13,2,Audio-Visual,average,1,1,Struggling Learner
725,CN,TCP/IP,65,61,5,Kinesthetic,average,2,2,Consistent Learner
726,OS,Scheduling,44,56,4,Kinesthetic,average,2,2,Consistent Learner
727,DSA,Arrays,65,21,5,Visual,average,0,2,Consistent Learner
728,DSA,Queue,95,83,2,Kinesthetic,good,2,0,Fast Learner
729,DSA,Linked List,79,47,4,Visual,good,0,2,Consistent Learner
730,DBMS,SQL,58,80,3,Visual,average,0,1,Struggling Learner
731,DBMS,Normalization,82,29,2,Visual,good,0,1,Struggling Learner
732,Python,Functions,57,55,2,Kinesthetic,average,2,1,Struggling Learner
733,OS,Scheduling,53,35,2,Visual,average,0,1,Struggling Learner
734,DSA,Queue,46,43,5,Audio-Visual,average,1,2,Consistent Learner
735,CN,Routing,95,67,4,Kinesthetic,good,2,2,Consistent Learner
736,DSA,Arrays,38,51,3,Kinesthetic,poor,2,2,Consistent Learner
737,OS,Processes,93,79,2,Audio-Visual,good,1,0,Fast Learner
738,DSA,Arrays,100,10,3,Kinesthetic,good,2,2,Consistent Learner
739,CN,Routing,76,48,5,Kinesthetic,good,2,2,Consistent Learner
740,Python,OOP,25,49,3,Audio-Visual,poor,1,2,Consistent Learner
741,CN,Routing,20,47,5,Visual,poor,0,2,Consistent Learner
742,OS,Threads,53,93,1,Visual,average,0,1,Struggling Learner
743,Python,OOP,66,70,1,Kinesthetic,average,2,1,Struggling Learner
744,DBMS,Normalization,11,53,1,Kinesthetic,poor,2,1,Struggling Learner
745,DSA,Queue,65,51,2,Kinesthetic,average,2,1,Struggling Learner
746,DSA,Linked List,74,71,1,Kinesthetic,good,2,1,Struggling Learner
747,DSA,Arrays,77,82,5,Kinesthetic,good,2,2,Consistent Learner
748,DBMS,Normalization,61,34,3,Kinesthetic,average,2,2,Consistent Learner
749,Python,Functions,57,91,1,Visual,average,0,1,Struggling Learner
750,OS,Processes,100,53,5,Kinesthetic,good,2,2,Consistent Learner
751,OS,Scheduling,34,56,2,Visual,poor,0,1,Struggling Learner
752,DSA,Arrays,47,65,2,Audio-Visual,average,1,1,Struggling Learner
753,DSA,Arrays,69,26,1,Visual,average,0,1,Struggling Learner
754,CN,TCP/IP,64,85,5,Kinesthetic,average,2,2,Consistent Learner
